Date,equity
2018-12-14,92664.06128321314
2018-12-17,92664.06128321314
2018-12-18,92664.06128321314
2018-12-19,92664.06128321314
2018-12-20,92664.06128321314
2018-12-21,92664.06128321314
2018-12-24,92664.06128321314
2018-12-26,92664.06128321314
2018-12-27,92664.06128321314
2018-12-28,92664.06128321314
2018-12-31,92664.06128321314
2019-01-02,92664.06128321314
2019-01-03,92664.06128321314
2019-01-04,92664.06128321314
2019-01-07,92664.06128321314
2019-01-08,92664.06128321314
2019-01-09,92664.06128321314
2019-01-10,92664.06128321314
2019-01-11,92664.06128321314
2019-01-14,92664.06128321314
2019-01-15,92664.06128321314
2019-01-16,92664.06128321314
2019-01-17,92664.06128321314
2019-01-18,92664.06128321314
2019-01-22,92664.06128321314
2019-01-23,92664.06128321314
2019-01-24,92664.06128321314
2019-01-25,92664.06128321314
2019-01-28,92664.06128321314
2019-01-29,92664.06128321314
2019-01-30,92664.06128321314
2019-01-31,92664.06128321314
2019-02-01,92664.06128321314
2019-02-04,92664.06128321314
2019-02-05,92664.06128321314
2019-02-06,92664.06128321314
2019-02-07,92664.06128321314
2019-02-08,92664.06128321314
2019-02-11,92664.06128321314
2019-02-12,92664.06128321314
2019-02-13,92664.06128321314
2019-02-14,92664.06128321314
2019-02-15,92664.06128321314
2019-02-19,92664.06128321314
2019-02-20,92664.06128321314
2019-02-21,92664.06128321314
2019-02-22,92664.06128321314
2019-02-25,92664.06128321314
2019-02-26,92664.06128321314
2019-02-27,92664.06128321314
2019-02-28,92664.06128321314
2019-03-01,92664.06128321314
2019-03-04,92664.06128321314
2019-03-05,92664.06128321314
2019-03-06,92664.06128321314
2019-03-07,92664.06128321314
2019-03-08,92664.06128321314
2019-03-11,92664.06128321314
2019-03-12,92664.06128321314
2019-03-13,92664.06128321314
2019-03-14,92664.06128321314
2019-03-15,92664.06128321314
2019-03-18,92664.06128321314
2019-03-19,92664.06128321314
2019-03-20,92664.06128321314
2019-03-21,92664.06128321314
2019-03-22,92664.06128321314
2019-03-25,92664.06128321314
2019-03-26,92664.06128321314
2019-03-27,92151.70043047897
2019-03-28,92500.99511379263
2019-03-29,93084.24506406634
2019-04-01,94243.51866964865
2019-04-02,94468.00584968155
2019-04-03,94953.70388504237
2019-04-04,94892.1502227935
2019-04-05,95359.51358212184
2019-04-08,95586.08473215406
2019-04-09,95160.39546283399
2019-04-10,95660.48324276318
2019-04-11,95534.2414520303
2019-04-12,96108.6368557352
2019-04-15,96080.3144803356
2019-04-16,96374.2677085668
2019-04-17,96586.6230639028
2019-04-18,96782.57251507923
2019-04-22,96976.24512024304
2019-04-23,98030.30926595144
2019-04-24,97867.18370551954
2019-04-25,97975.18902565334
2019-04-26,98241.01035229505
2019-04-29,98596.11601798778
2019-04-30,98422.45343400158
2019-05-01,97813.00835299147
2019-05-02,97695.89967107595
2019-05-03,98932.8416245489
2019-05-06,98465.45596323896
2019-05-07,96615.47130282002
2019-05-08,96380.41186502088
2019-05-09,95974.86531503593
2019-05-10,96335.24146198727
2019-05-13,93281.8134845555
2019-05-14,94337.44027952648
2019-05-15,94910.45096663565
2019-05-16,95761.62632265914
2019-05-17,94896.40566436117
2019-05-20,94023.24368950247
2019-05-21,95064.1699194069
2019-05-22,94552.32325787631
2019-05-23,93052.5040516323
2019-05-24,93415.95290740521
2019-05-28,92739.10094734319
2019-05-29,92170.08250744834
2019-05-30,92290.95270880462
2019-05-31,90905.66991275726
2019-06-03,90371.99353916648
2019-06-04,92815.84794297231
2019-06-05,93462.87176530815
2019-06-06,93945.1546989671
2019-06-07,94882.0730500016
2019-06-10,95628.55032455025
2019-06-11,95595.26300054276
2019-06-12,95184.27027221043
2019-06-13,95703.82355175597
2019-06-14,95324.27496366855
2019-06-17,95407.1115684482
2019-06-18,96690.07183644883
2019-06-19,96903.21797401141
2019-06-20,97711.4344314101
2019-06-21,97349.01629122985
2019-06-24,97036.62095982407
2019-06-25,95989.56884310007
2019-06-26,96154.84263092367
2019-06-27,96897.04659128131
2019-06-28,97559.30283650545
2019-07-01,98608.38061382264
2019-07-02,98618.92609548703
2019-07-03,99373.05857174333
2019-07-05,99382.76531539619
2019-07-08,98694.65294005594
2019-07-09,98949.69910087525
2019-07-10,99361.94338305364
2019-07-11,99485.02311639383
2019-07-12,100123.15280836969
2019-07-15,100042.27802945624
2019-07-16,99631.71786028822
2019-07-17,99033.50033871402
2019-07-18,99500.30147032625
2019-07-19,98958.41710415983
2019-07-22,99417.13390632629
2019-07-23,100136.96121160046
2019-07-24,101074.28587540242
2019-07-25,100317.32623288248
2019-07-26,101158.89419895248
2019-07-29,100750.11189866294
2019-07-30,100645.7631571674
2019-07-31,99580.29898018598
2019-08-01,98466.80495859233
2019-08-02,97482.10746831563
2019-08-05,94157.87857565176
2019-08-06,95471.65179518395
2019-08-07,95438.62943959679
2019-08-08,97467.29820595142
2019-08-09,96624.29851363398
2019-08-12,95296.99000876318
2019-08-13,96912.21151675837
2019-08-14,93911.61985417435
2019-08-15,93927.02268676143
2019-08-16,95592.75642235154
2019-08-19,96798.3664587287
2019-08-20,96017.4586682763
2019-08-21,96811.46947378166
2019-08-22,96780.51924893488
2019-08-23,93958.11609089529
2019-08-26,95088.06229116324
2019-08-27,94528.36634272958
2019-08-28,95162.14193378805
2019-08-29,96640.12607515328
2019-08-30,96609.61576968241
2019-09-03,95600.86851935537
2019-09-04,96750.82681343911
2019-09-05,98494.24052460135
2019-09-06,98381.52653452709
2019-09-09,98774.9445352852
2019-09-10,98937.23698599197
2019-09-11,99971.584276008
2019-09-12,100345.1678922765
2019-09-13,100318.20960720621
2019-09-16,100106.34196006661
2019-09-17,100308.28754675694
2019-09-18,100269.52958584003
2019-09-19,100160.99416548072
2019-09-20,99453.95152308792
2019-09-23,99540.08121989625
2019-09-24,98433.5171192089
2019-09-25,99383.72721150127
2019-09-26,98977.44642369836
2019-09-27,98279.85843360057
2019-09-30,98739.67334097074
2019-10-01,97356.11735844247
2019-10-02,95766.4981366614
2019-10-03,96510.71870286038
2019-10-04,97916.14406712446
2019-10-07,97555.888117713
2019-10-08,95900.30090385045
2019-10-09,96930.56077789298
2019-10-10,97699.9423915216
2019-10-11,98908.76113866548
2019-10-14,98899.25242669035
2019-10-15,100088.5817053798
2019-10-16,99751.03584156999
2019-10-17,99860.54181680262
2019-10-18,99336.83659310857
2019-10-21,100336.81048599703
2019-10-22,99647.98267569407
2019-10-23,99896.22820149205
2019-10-24,100506.61738643465
2019-10-25,101230.18252898035
2019-10-28,102071.39811306632
2019-10-29,101703.1344570551
2019-10-30,102039.54850765875
2019-10-31,101843.70607585396
2019-11-01,102987.74062890703
2019-11-04,103605.25881009341
2019-11-05,103657.42256176849
2019-11-06,103724.74382032853
2019-11-07,104227.50072448471
2019-11-08,104528.4807215491
2019-11-11,104374.71977082067
2019-11-12,104583.87049674471
2019-11-13,104418.89361620425
2019-11-14,104444.31058161927
2019-11-15,105082.59509527577
2019-11-18,105166.79648807022
2019-11-19,105353.28966578655
2019-11-20,104842.9403737875
2019-11-21,104532.30427399187
2019-11-22,104785.55993616019
2019-11-25,106079.22466198567
2019-11-26,106180.4361387344
2019-11-27,106776.29726535064
2019-11-29,106362.50195967818
2019-12-02,105318.12437224963
2019-12-03,104462.90559756885
2019-12-04,105124.48293791177
2019-12-05,105401.26372759891
2019-12-06,106580.17372186022
2019-12-09,106214.99754564607
2019-12-10,106210.71513047932
2019-12-11,106471.36571503639
2019-12-12,107640.40838726648
2019-12-13,107707.52058792324
2019-12-16,108493.33270771713
2019-12-17,108653.11340966853
2019-12-18,108619.58943072862
2019-12-19,109087.633132663
2019-12-20,109455.13641539945
2019-12-23,109602.54707512431
2019-12-24,109722.04866202468
2019-12-26,110317.64712392616
2019-12-27,110125.45675951126
2019-12-30,109612.46452097992
2019-12-31,109878.5380235117
2020-01-02,111092.09609042738
2020-01-03,110147.5106437245
2020-01-06,110440.99213680836
2020-01-07,110149.06341133271
2020-01-08,110880.2560038734
2020-01-09,111633.83710269566
2020-01-10,111210.84314316831
2020-01-13,112195.13701355706
2020-01-14,112005.76821768962
2020-01-15,112075.57713095288
2020-01-16,113264.87647835747
2020-01-17,113604.53469243052
2020-01-21,113161.9942382573
2020-01-22,113357.48213723794
2020-01-23,113489.77693027208
2020-01-24,112423.42155704723
2020-01-27,110459.8454986579
2020-01-28,111895.60207173417
2020-01-29,111806.66855218612
2020-01-30,112433.34772997882
2020-01-31,110114.62659368773
2020-02-03,111300.16501873714
2020-02-04,113277.7925439653
2020-02-05,114562.52817492743
2020-02-06,114950.53209320367
2020-02-07,114160.63538165313
2020-02-10,115096.72942211929
2020-02-11,115320.25283644284
2020-02-12,116105.29543616263
2020-02-13,116048.73011376729
2020-02-14,116183.79603818816
2020-02-18,115795.99208188418
2020-02-19,116684.35146496247
2020-02-20,116158.1290243446
2020-02-21,114520.85759549461
2020-02-24,110531.20151786131
2020-02-25,106996.04125347728
2020-02-26,106666.8346240379
2020-02-27,101873.99062928342
2020-02-28,100930.5980877921
2020-03-02,105620.91995282819
2020-03-03,102379.96037703201
2020-03-04,106181.97994075833
2020-03-05,102467.2960136902
2020-03-06,100262.52852513213
2020-03-09,91616.5496849256
2020-03-10,96377.26496517868
2020-03-11,91395.03212617285
2020-03-12,82194.77939675913
2020-03-13,90074.76064087656
2020-03-16,78662.70787202026
2020-03-17,83342.45091591058
2020-03-18,78681.69447146259
2020-03-19,79824.69573927266
2020-03-20,76536.69830591831
2020-03-23,74859.73807778332
2020-03-24,81560.19196356316
2020-03-25,81746.3460682824
2020-03-26,86442.8161542932
2020-03-27,83325.73295715085
2020-03-30,86387.72782669317
2020-03-31,85195.16925147899
2020-04-01,81354.57895888922
2020-04-02,83121.43009421963
2020-04-03,81893.69391473036
2020-04-06,88269.93077537011
2020-04-07,87887.352282842
2020-04-08,89981.5340514628
2020-04-09,90061.61842902133
2020-04-13,90683.73887988938
2020-04-14,94561.72927450346
2020-04-15,93028.01391459287
2020-04-16,94471.34333589759
2020-04-17,95532.36360968494
2020-04-20,94222.06765416772
2020-04-21,90535.17013030307
2020-04-22,93580.83544815148
2020-04-23,93178.40005588994
2020-04-24,94878.24313083231
2020-04-27,95664.34397001691
2020-04-28,94103.81546219399
2020-04-29,97682.81456719495
2020-04-30,97615.63449430096
2020-05-01,94864.33216353091
2020-05-04,94835.87286388186
2020-05-05,94835.87286388186
2020-05-06,94835.87286388186
2020-05-07,94835.87286388186
2020-05-08,94835.87286388186
2020-05-11,94835.87286388186
2020-05-12,94835.87286388186
2020-05-13,94835.87286388186
2020-05-14,94835.87286388186
2020-05-15,94835.87286388186
2020-05-18,94835.87286388186
2020-05-19,94835.87286388186
2020-05-20,96701.13420108071
2020-05-21,95647.99870745528
2020-05-22,95978.16774375722
2020-05-26,95719.04832491024
2020-05-27,96241.42853625944
2020-05-28,96058.99454263455
2020-05-29,97373.22518430438
2020-06-01,97511.0075228516
2020-06-02,98290.99451062782
2020-06-03,98889.4613916305
2020-06-04,98137.0940303358
2020-06-05,100388.63000700645
2020-06-08,101039.14053308907
2020-06-09,101650.55297143107
2020-06-10,103094.97987585014
2020-06-11,97590.50133641862
2020-06-12,98588.1441226364
2020-06-15,99674.21877112609
2020-06-16,101575.76825797933
2020-06-17,101740.25200155236
2020-06-18,102099.20362901517
2020-06-19,101766.50275026118
2020-06-22,103306.08928164696
2020-06-23,104124.43675264753
2020-06-24,101885.9964275416
2020-06-25,103009.15326999285
2020-06-26,100761.10227293143
2020-06-29,101860.83247592907
2020-06-30,103778.14509005165
2020-07-01,104501.94353102967
2020-07-02,105164.00075796839
2020-07-06,107398.557745646
2020-07-07,106393.61340410287
2020-07-08,107707.99552864318
2020-07-09,107945.04936235046
2020-07-10,108556.05617641722
2020-07-13,106744.67303918094
2020-07-14,107872.29754486974
2020-07-15,108477.74159823511
2020-07-16,107676.63002153451
2020-07-17,107995.839903779
2020-07-20,110182.59378680741
2020-07-21,109563.02251957847
2020-07-22,110194.44647056129
2020-07-23,107906.93758672016
2020-07-24,106922.7118682775
2020-07-27,108317.43533272744
2020-07-28,107237.75587381859
2020-07-29,108604.33541306744
2020-07-30,108818.72431744928
2020-07-31,110587.14774521832
2020-08-03,112162.73917218897
2020-08-04,112547.68282589878
2020-08-05,113028.91927469536
2020-08-06,114268.9850820029
2020-08-07,113377.81700232506
2020-08-10,113263.2783125075
2020-08-11,111604.52895380251
2020-08-12,113376.29591305887
2020-08-13,113314.2817122345
2020-08-14,113248.34305861313
2020-08-17,113965.84633704896
2020-08-18,114077.95727461758
2020-08-19,113739.53427369852
2020-08-20,114404.61631835315
2020-08-21,114820.52902782227
2020-08-24,115840.4707907242
2020-08-25,116345.61240470922
2020-08-26,117664.69769547506
2020-08-27,117732.83573596565
2020-08-28,118578.19575484536
2020-08-31,118483.48148584862
2020-09-01,120173.77115382603
2020-09-02,121398.93808628795
2020-09-03,116189.58963597918
2020-09-04,115041.34404350354
2020-09-08,111282.54446815637
2020-09-09,113773.06394459319
2020-09-10,111801.11446678417
2020-09-11,111263.46593597507
2020-09-14,113472.66750027309
2020-09-15,114235.70197648359
2020-09-16,113760.08541379572
2020-09-17,112673.75200638523
2020-09-18,111550.28070367232
2020-09-21,110150.63943896047
2020-09-22,111503.3017719552
2020-09-23,108362.27121006572
2020-09-24,108675.24741919468
2020-09-25,110762.45721055834
2020-09-28,113005.72567686955
2020-09-29,112488.55702822021
2020-09-30,113199.63950787656
2020-10-01,114547.58934514676
2020-10-02,113076.64368366974
2020-10-05,115558.58356834594
2020-10-06,114133.91055957461
2020-10-07,116263.76573910833
2020-10-08,117172.41455511704
2020-10-09,118454.90577241755
2020-10-12,120794.07084406896
2020-10-13,120171.69032601402
2020-10-14,119282.64813451188
2020-10-15,119426.01360521186
2020-10-16,119197.51078051084
2020-10-19,117364.62116715215
2020-10-20,117846.05551516898
2020-10-21,117402.66091807403
2020-10-22,118393.6065923178
2020-10-23,118729.49820540845
2020-10-26,116356.25104824026
2020-10-27,115890.27819416294
2020-10-28,111934.88154171716
2020-10-29,113324.25112827211
2020-10-30,111869.40890899124
2020-11-02,113108.79478905922
2020-11-03,115457.53960971863
2020-11-04,117584.85880975
2020-11-05,120577.38766768233
2020-11-06,120252.01541263027
2020-11-09,123051.74148067887
2020-11-10,122689.51612926966
2020-11-11,123921.79973487984
2020-11-12,122573.192830914
2020-11-13,124253.53550839427
2020-11-16,126100.13616203146
2020-11-17,125797.68386317143
2020-11-18,124428.59289312556
2020-11-19,125198.04305258853
2020-11-20,124419.86557881883
2020-11-23,125443.11975153351
2020-11-24,127797.81763221828
2020-11-25,127785.64438661597
2020-11-27,128288.0906353794
2020-11-30,127511.4451287382
2020-12-01,129035.69378114583
2020-12-02,129310.4054193121
2020-12-03,129471.3010350393
2020-12-04,130887.55414057836
2020-12-07,131000.4506455866
2020-12-08,131596.77077511238
2020-12-09,129937.49519853026
2020-12-10,130357.85559065998
2020-12-11,129855.61373615064
2020-12-14,129792.20966639218
2020-12-15,131942.52782948015
2020-12-16,132263.15760544257
2020-12-17,133193.23279590264
2020-12-18,132563.7867208551
2020-12-21,132748.8069434962
2020-12-22,133090.58243449838
2020-12-23,133403.55541919646
2020-12-24,133820.05020969512
2020-12-28,134652.39613090994
2020-12-29,133883.04967222907
2020-12-30,134300.4582549534
2020-12-31,134826.50714101727
2021-01-04,132921.00568780684
2021-01-05,134025.4011381685
2021-01-06,135632.6834316474
2021-01-07,138324.63548632376
2021-01-08,138997.9735952434
2021-01-11,138182.46818616262
2021-01-12,138697.781103859
2021-01-13,138974.6414080494
2021-01-14,139048.4085266146
2021-01-15,137494.05223415673
2021-01-19,138905.7691229725
2021-01-20,140600.46141407534
2021-01-21,140759.34802129967
2021-01-22,140539.3023266037
2021-01-25,140940.21974470318
2021-01-26,140577.87632045854
2021-01-27,137213.3531022114
2021-01-28,138153.09008479494
2021-01-29,135376.43664761286
2021-02-01,138198.30758550097
2021-02-02,140443.90339241634
2021-02-03,140482.47967917664
2021-02-04,142717.89385107378
2021-02-05,143281.95392365532
2021-02-08,145066.92943338875
2021-02-09,145140.5031969458
2021-02-10,144838.64164430075
2021-02-11,145257.19446058516
2021-02-12,146083.3931646308
2021-02-16,146150.7905902814
2021-02-17,145654.72524678946
2021-02-18,144644.26344408293
2021-02-19,145273.30188320891
2021-02-22,143612.549345011
2021-02-23,143409.6821139291
2021-02-24,145598.65959625758
2021-02-25,141287.3245417025
2021-02-26,140736.5894148065
2021-03-01,144990.67299731795
2021-03-02,143277.5091661442
2021-03-03,141302.472544484
2021-03-04,138878.9262261695
2021-03-05,141436.69787508532
2021-03-08,140403.07697916316
2021-03-09,142930.46996837383
2021-03-10,144108.51801195898
2021-03-11,145999.41788404592
2021-03-12,146179.32798447658
2021-03-15,146816.48238071805
2021-03-16,146314.19959378583
2021-03-17,146946.79059981578
2021-03-18,144399.49056185703
2021-03-19,144106.359502167
2021-03-22,144690.9072469577
2021-03-23,142784.94677577348
2021-03-24,141498.1841138654
2021-03-25,142760.5026285774
2021-03-26,145293.52930446694
2021-03-29,144214.10745052327
2021-03-30,144385.5020888593
2021-03-31,145297.69123768722
2021-04-01,147349.97580289404
2021-04-05,149333.68163474472
2021-04-06,149040.46334461728
2021-04-07,149112.74571896959
2021-04-08,150184.97836139775
2021-04-09,151199.03257227954
2021-04-12,151092.04601217495
2021-04-13,151455.55032833002
2021-04-14,151078.09917339197
2021-04-15,152472.65572257777
2021-04-16,152907.62860340302
2021-04-19,151788.41913980903
2021-04-20,149952.71715488122
2021-04-21,151836.76958490547
2021-04-22,150330.33037169345
2021-04-23,152588.90999863885
2021-04-26,153417.2561095679
2021-04-27,153483.90392206705
2021-04-28,153253.3537662349
2021-04-29,153964.57767456298
2021-04-30,152452.72024975426
2021-05-03,152571.48574992412
2021-05-04,151164.76716071955
2021-05-05,151127.42736883558
2021-05-06,152374.58329187203
2021-05-07,153650.07444231605
2021-05-10,150988.22415198467
2021-05-11,149940.41742211845
2021-05-12,146428.37026574873
2021-05-13,148374.49576674285
2021-05-14,151295.2800575535
2021-05-17,150898.5378702731
2021-05-18,149522.98664731387
2021-05-19,149175.62242355145
2021-05-20,150839.17806396828
2021-05-21,150896.77796026153
2021-05-24,152566.48353110414
2021-05-25,151925.37213795088
2021-05-26,152718.54061146427
2021-05-27,153146.33083162914
2021-05-28,153446.31731791847
2021-06-01,153693.35279992933
2021-06-02,154087.07827793804
2021-06-03,153219.28723785016
2021-06-04,154800.50577015238
2021-06-07,154998.50893826826
2021-06-08,155223.9963564993
2021-06-09,154707.96091794883
2021-06-10,154828.538281993
2021-06-11,155668.83472420395
2021-06-14,155938.03264514377
2021-06-15,155455.39373817146
2021-06-16,154900.7645510141
2021-06-17,154378.46718346857
2021-06-18,151992.54723273264
2021-06-21,154301.968690375
2021-06-22,155231.25827332752
2021-06-23,155335.74114487477
2021-06-24,156730.92170245762
2021-06-25,157180.58983449853
2021-06-28,157494.13047253093
2021-06-29,157601.29345483312
2021-06-30,157679.23163226663
2021-07-01,158440.7830875637
2021-07-02,159141.4234840675
2021-07-06,158404.38973712423
2021-07-07,158502.17446379934
2021-07-08,156855.2604146182
2021-07-09,159182.71120775669
2021-07-12,159739.978748089
2021-07-13,158853.74403477498
2021-07-14,158599.03465060657
2021-07-15,157875.41390105398
2021-07-16,156271.60160943912
2021-07-19,153842.3748356414
2021-07-20,156764.6700727108
2021-07-21,158585.01274544597
2021-07-22,158389.8486334854
2021-07-23,159668.36693458565
2021-07-26,160002.59219899643
2021-07-27,158791.82981348768
2021-07-28,159248.38290716204
2021-07-29,160130.58813791745
2021-07-30,159355.8136536014
2021-08-02,159030.33776192085
2021-08-03,160165.24531134474
2021-08-04,159527.65824618153
2021-08-05,161023.24059620718
2021-08-06,161648.72847888793
2021-08-09,161494.56377329546
2021-08-10,161490.6077850703
2021-08-11,162013.05492672807
2021-08-12,162411.55615224686
2021-08-13,162271.11007108685
2021-08-16,162148.10059538003
2021-08-17,160763.41048603656
2021-08-18,158981.34555536965
2021-08-19,158878.47263125665
2021-08-20,160601.49173083273
2021-08-23,162654.2254730887
2021-08-24,163284.97183058344
2021-08-25,163871.59751215216
2021-08-26,162755.45364489773
2021-08-27,165026.28365831534
2021-08-30,165307.240145665
2021-08-31,165071.89033004397
2021-09-01,165173.05677086106
2021-09-02,165560.56011367566
2021-09-03,165424.60813304983
2021-09-07,164933.6970977837
2021-09-08,164214.0968192344
2021-09-09,163914.96438261573
2021-09-10,162521.66145313001
2021-09-13,163147.41164817853
2021-09-14,161986.88981361734
2021-09-15,163385.33185467127
2021-09-16,163302.29114965102
2021-09-17,161983.9740123812
2021-09-20,158662.42758390063
2021-09-21,158686.83293664493
2021-09-22,160751.03210580556
2021-09-23,163226.4366318122
2021-09-24,163356.2552859722
2021-09-27,163611.75837068923
2021-09-28,159770.59448341109
2021-09-29,159688.90457995207
2021-09-30,158153.0416951363
2021-10-01,160226.39257399007
2021-10-04,157796.4133311114
2021-10-05,159718.45399779343
2021-10-06,160143.34081580403
2021-10-07,161700.47341491753
2021-10-08,161255.76991351508
2021-10-11,160090.98522017626
2021-10-12,159810.0035755674
2021-10-13,160365.94109739288
2021-10-14,163223.14429057032
2021-10-15,164304.32483317304
2021-10-18,164998.4631760803
2021-10-19,166264.28591986565
2021-10-20,166764.7105149268
2021-10-21,167127.4064430195
2021-10-22,167094.00277854776
2021-10-25,168007.3282628207
2021-10-26,168001.03591180514
2021-10-27,166726.98910394378
2021-10-28,168828.25132176265
2021-10-29,169065.182510989
2021-11-01,170081.78160443588
2021-11-02,170816.71516303974
2021-11-03,172324.88521620317
2021-11-04,173004.51282052352
2021-11-05,173826.7578223497
2021-11-08,174295.53831751758
2021-11-09,173403.96381350106
2021-11-10,171435.94568258958
